Date,Open,High,Low,Close,Adj Close,Volume
8/25/2004,149.8370056,149.8370056,122.375,123.4940033,65.67562866,136928
8/26/2004,124,124.625,121.9120026,122.375,65.08055878,40443200
8/27/2004,122.8000031,122.8000031,119.8199997,120.3320007,63.99401855,30646000
8/30/2004,121.237999,123.75,120.625,123.3450012,65.59635925,24465208
8/31/2004,123.3119965,123.75,122,123.512001,65.68518829,21194656
9/1/2004,123.75,124.375,122.9499969,123.487999,65.6724472,19935544
9/2/2004,123.737999,125.5749969,123.25,124.2070007,66.05480194,21356352
9/3/2004,125.75,137.5,123.7949982,124.7320023,66.33401489,9869856
9/6/2004,129.9880066,129.9880066,124.112999,124.3570023,66.13458252,9038672
9/7/2004,129.375,129.375,124.375,124.4499969,66.18403625,5772232
9/8/2004,124.5,125.0999985,123.887001,124.2129974,66.05799103,6593984
9/9/2004,124.625,124.737999,122.3079987,122.4950027,65.1443634,7947184
9/10/2004,123.75,123.75,122,123.5999985,65.731987,6415072
9/13/2004,123.875,126.9380035,123.875,125.4380035,66.70944977,20904912
9/14/2004,125.625,127.3499985,125.3700027,126.9570007,67.51728058,15335472
9/15/2004,127.25,127.5,125.1500015,125.762001,66.88176727,11988288
9/16/2004,125.875,126.875,125.3119965,126.0579987,67.03918457,7358224
9/17/2004,126.5,128.7380066,126.2870026,128.0619965,68.10493469,14627896
9/20/2004,129.0500031,129.6130066,127.5199966,127.862999,67.99911499,8552224
9/21/2004,128.1069946,131.0619965,127.75,130.7250061,69.52117157,13897080
9/22/2004,131.0500031,132,129.6369934,131.5079956,69.93758392,15371584
9/23/2004,131,131.125,128.375,128.7830048,68.48838806,15819680
9/24/2004,128.6369934,130,128.25,128.6000061,68.39102936,8083208
9/27/2004,128.4380035,129.0619965,126.875,127.5950012,67.85656738,8229512
9/28/2004,127,128.4250031,126.5619965,126.9449997,67.51089478,6339416
9/29/2004,127.4079971,129.125,127.0199966,128.875,68.53730774,11737176
9/30/2004,129.4499969,130.1130066,127.5820007,128.3869934,68.27776337,12521432
10/1/2004,128.625,132.0570068,128.2949982,130.9620056,69.64719391,10968888
10/4/2004,132.125,135.125,131.8070068,134.5619965,71.56169891,15129824
10/5/2004,135.0379944,136.125,134.4380035,135.0870056,71.84092712,14341288
10/6/2004,135.125,137.8500061,134.3829956,135.1999969,71.90100861,17670664
10/7/2004,135.375,137.5,135.375,137.1369934,72.93112946,10080128
10/8/2004,137.25,138.875,136.875,137.2579956,72.99545288,8558920
10/11/2004,137.5,138.9380035,135.625,136.1629944,72.41314697,9332056
10/12/2004,138.75,139.375,134.7079926,135.5570068,72.09086609,15600512
10/14/2004,137.875,140.5,136.0079956,139.5249939,74.20111084,19225984
10/15/2004,140.2120056,142.625,139.6580048,140.75,74.85256958,17799744
10/18/2004,141.75,142.75,140.6580048,142.1580048,75.60137177,13693344
10/19/2004,142.5200043,143.5870056,142.0119934,142.8999939,75.99598694,11767128
10/20/2004,143.1000061,143.7380066,141.125,141.6580048,75.33545685,7206832
10/21/2004,142.1580048,142.375,140.25,140.6950073,74.82331085,6413520
10/25/2004,140.625,140.875,138.8450012,139.6699982,74.27819824,9390272
10/26/2004,139.4499969,142.6199951,139.4499969,142.1499939,75.59708405,6932760
10/27/2004,142.7830048,143.5,141.8999939,142.4880066,75.7768631,7837656
10/28/2004,143.125,146.8500061,143.125,145.7449951,79.17599487,18591416
10/29/2004,145.9949951,145.9949951,143.1450043,144.5330048,78.51755524,8661776
11/1/2004,143.75,146.8070068,142.7879944,146.3329926,79.49538422,6137568
11/2/2004,141.25,147.4700012,140.625,144.9620056,78.75061798,8864040
11/3/2004,145.125,148,145.125,146.8999939,79.80342102,8978136
11/4/2004,147.7200012,148.4880066,145.9620056,146.3000031,79.47747803,6555808
11/5/2004,146.7449951,147.5,145,145.6820068,79.14173889,5023848
11/8/2004,145.625,148.6130066,144.5,148.0200043,80.41186523,10291728
11/9/2004,148.375,149.7380066,147.125,148.5500031,80.69981384,7338712
11/10/2004,148.875,149.875,148.7619934,149.2949982,81.10449982,5734392
11/11/2004,149.875,150.4250031,148.8869934,149.5330048,81.2338028,5235128
11/12/2004,150.5,151,148.7749939,149.5950012,81.26747894,1813408
11/16/2004,149.75,149.75,148,148.8630066,80.8698349,4005504
11/17/2004,148.9380035,151.2380066,148.9380035,150.6750031,81.85420227,5467936
11/18/2004,151.1820068,154.3200073,150.8119965,153.875,83.59262085,7472128
11/19/2004,154.125,154.625,151.3869934,152.1369934,82.64840698,6812760
11/22/2004,150.9750061,153.25,149.375,152.8070068,83.01239777,4738272
11/23/2004,153.8249969,155.25,153.0200043,154.4450073,83.90224457,4312792
11/24/2004,154.875,155.625,153.7700043,154.2380066,83.78981781,3223304
11/25/2004,154.25,155.5,151.0829926,152.1069946,82.63212585,6310872
11/29/2004,152,155.9620056,150.6950073,155.4880066,84.46888733,5281488
11/30/2004,156.0200043,160.75,155.625,159.3329926,86.55764008,10508144
12/1/2004,160.125,160.125,157.125,157.6950073,85.66781616,8481864
12/2/2004,158.125,159.625,154.8869934,155.3249969,84.38032532,9657704
12/3/2004,156.1580048,156.9880066,152.6950073,154.5950012,83.98376465,9777216
12/6/2004,155,156.25,151.0619965,151.8200073,82.47620392,11473872
12/7/2004,152,154.1130066,151.875,152.2830048,82.72773743,7863224
12/8/2004,152.25,153.3249969,149.5079956,150.1000061,81.54183197,7329408
12/9/2004,150.6199951,152.125,150.6069946,151.4320068,82.26546478,3801224
12/10/2004,152.5,154.4380035,151.75,153.2079926,83.23025513,6216808
12/13/2004,153.25,155.2079926,153.1580048,154.5200043,83.94301605,4996232
12/14/2004,155.25,155.5870056,153.7879944,154.1450043,83.7392807,3083504
12/15/2004,155.5,156.8450012,154.75,155.6880035,84.57751465,5772672
12/16/2004,156.0570068,158.125,154.75,157.8329926,85.7427597,4350464
12/17/2004,157.5,159.3500061,156.5119934,157.0619965,85.32392883,5509752
12/20/2004,157.5,158.5619965,157.0619965,157.8200073,85.73574066,2268424
12/21/2004,158.1199951,159.625,157.8950043,159.0870056,86.42402649,3458512
12/22/2004,159.3869934,159.3869934,153.75,155.0200043,84.21463013,6001712
12/23/2004,155.9620056,155.9620056,153.125,153.4819946,83.37911987,3948912
