Date,Open,High,Low,Close,Adj Close,Volume
1/3/2000,102.1500015,102.1579971,102.1500015,102.1579971,26.71387482,42640
1/4/2000,110.3310013,110.3310013,110.3310013,110.3310013,28.85107803,117120
1/5/2000,110.3310013,119.1579971,101.8119965,112.1289978,29.32125092,3527920
1/6/2000,117.9260025,119.362999,104.625,109.9589996,28.75380707,1942400
1/7/2000,103.1620026,103.1620026,101.1640015,101.1640015,26.45395088,269600
1/10/2000,101.1640015,109.2559967,97.94999695,101.3010025,26.4897747,1076853
1/11/2000,102.5250015,104.5879974,93.19689941,93.20439911,24.37254333,1231413
1/12/2000,97.125,97.80000305,93.1875,96.10870361,25.1320076,534320
1/13/2000,96.52500153,98.25,92.25,93.00939941,24.32155037,508800
1/14/2000,97.125,97.125,90.1875,93.66940308,24.49414063,544320
1/17/2000,96.75,101.1640015,95.625,101.1640015,26.45395088,746240
1/18/2000,102.75,106.875,97.5,100.3929977,26.25233269,865147
1/19/2000,102.1880035,106.8000031,102.1880035,104.4189987,27.30512428,895627
1/20/2000,105.3000031,106.310997,104.0619965,104.8649979,27.42174721,573627
1/21/2000,105.9380035,113.2559967,103.125,112.1139984,29.31732941,3871867
1/24/2000,118.1620026,121.0839996,118.1620026,121.0839996,31.6629467,548320
1/25/2000,130.7720032,130.7720032,130.7700043,130.7720032,34.19631195,930480
1/27/2000,141.2339935,141.2339935,141.2339935,141.2339935,36.93208313,43147
1/28/2000,152.5330048,152.5330048,152.5330048,152.5330048,39.88671494,80187
1/31/2000,152.5330048,159,140.3309937,142.6880035,37.31229782,1956987
2/1/2000,149.8119965,154.102005,148.5,154.102005,40.29700089,1326667
2/2/2000,166.4309998,166.4309998,166.4309998,166.4309998,43.52098083,59600
2/3/2000,179.7449951,179.7449951,178.125,179.7449951,47.0025444,229253
2/4/2000,193.8370056,194.1260071,187.6880035,194.1260071,50.76311493,1536240
2/7/2000,200.2120056,206.0249939,190.2749939,197.2180023,51.57165909,1140480
2/8/2000,198.3370056,202.5,181.4620056,182.552002,47.73654938,999573
2/9/2000,191.2120056,197.1560059,189.375,195.3560028,51.08475494,1020853
2/10/2000,195,210.9859924,191.4380035,210.9859924,55.17191315,2041333
2/11/2000,227.5119934,227.8650055,213.75,227.8650055,59.58572006,1659973
2/14/2000,234.375,246.095993,225,246.095993,64.35303497,1788693
2/15/2000,258.7120056,265.7829895,228.75,265.7829895,69.50109863,1513387
2/16/2000,272.5870056,287.04599,272.25,287.04599,75.0612793,656880
2/17/2000,309.8569946,310.0109863,309.8569946,310.0109863,81.06654358,380613
2/18/2000,334.8129883,334.8129883,334.8129883,334.8129883,87.55216217,249280
2/21/2000,360.9379883,361.598999,334.8129883,359.5289917,94.01528168,4852480
2/22/2000,388.125,388.125,330.7669983,330.7669983,86.49412537,1331067
2/23/2000,318.75,318.75,304.3070068,304.3070068,79.57498169,246133
2/24/2000,280.1629944,280.1629944,279.9639893,279.9639893,73.20936584,84613
2/25/2000,257.5690002,266.25,257.5669861,257.5669861,67.3526535,2268507
2/28/2000,257.5669861,269.625,236.9620056,262.2919922,68.58821869,4112320
2/29/2000,265.875,277.5,241.3090057,248.128006,64.88439941,3668427
3/1/2000,267.2999878,267.9790039,251.25,267.9150085,70.05861664,3351547
3/2/2000,281.2120056,288.75,270,281.0939941,73.50484467,4813973
3/3/2000,265.875,266.25,258.6080017,258.6080017,67.6248703,1145867
3/6/2000,262.3500061,276.3540039,238.6880035,260.2049866,68.04247284,2031013
3/7/2000,256.875,258.75,240.9380035,242.7429962,63.47624969,1752320
3/8/2000,258.3190002,262.1629944,247.5,253.572998,66.30822754,1035093
3/9/2000,256.5,262.4620056,234.4539948,241.2689972,63.09080124,565147
3/10/2000,243.75,260.4379883,234.75,237.8339996,62.19256592,1185200
3/13/2000,243.75,252.1880035,218.8090057,218.8090057,57.21761703,854320
3/14/2000,221.3249969,225,201.3059998,201.3059998,52.64065933,851707
3/15/2000,185.201004,191.25,185.201004,185.201004,48.42925262,2297787
3/16/2000,172.875,191.25,170.3849945,172.3569946,45.07061005,4242747
3/21/2000,174.375,181.8370056,158.5690002,159.1880035,41.62697601,3304453
3/22/2000,165,171.9230042,165,171.9230042,44.95713043,440827
3/23/2000,185.5870056,185.6779938,175.4680023,185.6779938,48.55397797,3468027
3/24/2000,196.125,200.5330048,186.5619965,200.5330048,52.43851852,3850320
