Date,Open,High,Low,Close,Adj Close,Volume
1/3/2000,37.09579849,39.31370163,37.09579849,39.31370163,16.38043785,28531559
1/4/2000,40.36019897,42.46099854,39.25130081,42.46099854,17.69178772,60744659
1/5/2000,40.0868988,44.96789932,40.0868988,44.12450027,18.38490486,171798476
1/6/2000,45.13970184,46.96720123,45.13970184,45.97529984,19.15605927,100403390
1/7/2000,46.07690048,49.65370178,45.76449966,49.13040161,20.47066116,127220830
1/10/2000,49.57559967,49.77859879,47.68569946,48.1855011,20.0769558,85900614
1/11/2000,48.09960175,48.56809998,44.33530045,45.06159973,18.77535439,80313065
1/12/2000,45.13970184,47.63880157,44.06980133,47.12340164,19.63442421,77529229
1/13/2000,47.79499817,49.41939926,47.49819946,48.70869827,20.29495049,109326695
1/14/2000,48.34170151,50.23939896,48.34170151,49.40380096,20.58457565,86179340
1/17/2000,49.70840073,50.43470001,47.95899963,48.22449875,20.09320641,68691901
1/18/2000,48.2635994,49.81769943,47.72470093,49.07580185,20.44790649,64556890
1/19/2000,50.42679977,50.74700165,49.38819885,49.9192009,20.79932213,73507821
1/20/2000,49.9817009,50.74700165,48.50569916,48.86489868,20.36003876,98779915
1/21/2000,48.84149933,51.29370117,48.73220062,50.9734993,21.23860741,109717430
1/24/2000,50.84080124,51.83259964,50.29410172,50.94229889,21.22560692,84275981
1/25/2000,50.77050018,50.80950165,49.70840073,49.97389984,20.82211113,62441735
1/27/2000,51.38740158,52.60570145,50.40340042,52.31679916,21.7983017,96128353
1/28/2000,52.46519852,53.40230179,51.79349899,52.84780121,22.01955223,75126718
1/31/2000,52.23870087,52.48080063,51.00479889,51.25469971,21.35577202,65248407
2/1/2000,51.66859818,52.70729828,51.23120117,52.17620087,21.7397213,68555045
2/2/2000,53.55849838,54.18330002,52.8791008,53.12900162,22.13671112,63708752
2/3/2000,53.41790009,53.65219879,52.54330063,53.36330032,22.23433685,43353645
2/4/2000,53.7303009,54.25360107,53.37110138,53.75370026,22.39700127,45500883
2/7/2000,53.27740097,54.58160019,52.80099869,53.6678009,22.36121178,52458508
2/8/2000,53.96459961,54.18330002,53.26959991,53.48040009,22.28313065,41171304
2/9/2000,54.51129913,55.39379883,53.8553009,54.72999954,22.80379105,73222462
2/10/2000,54.47999954,56.82289886,53.8708992,55.56560135,23.15194702,69097803
2/11/2000,56.85419846,58.41609955,56.23720169,56.74480057,23.6432724,52215130
2/14/2000,56.07320023,56.36999893,54.66749954,54.99549866,22.91441154,32827372
2/15/2000,54.97990036,55.35469818,53.42580032,53.78499985,22.41004181,52014800
2/16/2000,54.66749954,55.26100159,53.58969879,54.37850189,22.65732956,50427371
2/17/2000,54.30820084,55.729599,54.27700043,55.37820053,23.07386971,49111228
2/18/2000,55.74520111,55.90919876,54.35509872,54.58160019,22.7419529,32208061
2/21/2000,54.41759872,54.97990036,53.36330032,53.98799896,22.49462891,18851087
2/22/2000,54.04270172,54.19889832,51.9341011,52.22309875,21.75926399,46047207
2/23/2000,53.83969879,53.83969879,51.12189865,51.51240158,21.4631424,30934366
2/24/2000,51.9966011,53.21490097,51.43429947,52.59790039,21.91542435,36262063
2/25/2000,53.32419968,53.55849838,50.93450165,51.32500076,21.38505745,25046591
2/28/2000,50.73920059,52.67599869,48.4197998,52.02780151,21.67788887,32178207
2/29/2000,52.77750015,53.55070114,47.86529922,48.55250168,20.22987175,63832055
3/1/2000,49.20069885,51.52019882,46.70159912,49.48189926,20.61711502,68926918
3/2/2000,49.80210114,50.29410172,45.53020096,45.56919861,18.98685074,80261353
3/3/2000,44.6867981,44.6867981,41.93000031,41.93000031,17.470541,29686235
3/6/2000,41.93000031,44.33530045,38.57960129,39.66519928,16.52689171,66781013
3/7/2000,40.14149857,40.45389938,37.48630142,37.84550095,15.76869774,61209290
3/8/2000,38.56399918,39.12630081,35.92430115,36.38510132,15.16021061,46457815
3/9/2000,36.84590149,37.86109924,35.01060104,36.12739944,15.05283165,35506068
3/10/2000,36.54909897,36.67409897,33.51900101,33.87039948,14.11243057,42237345
3/13/2000,34.34680176,35.84619904,31.28540039,31.73839951,13.22411346,68923800
3/14/2000,32.09759903,34.28430176,30.79339981,34.23749924,14.26538754,64704124
3/15/2000,34.98720169,36.97859955,33.73759842,36.97859955,15.4074955,36565208
3/16/2000,37.40819931,38.70460129,35.93999863,36.68190002,15.28386879,67636251
3/21/2000,37.29880142,37.92359924,35.54949951,37.15829849,15.48236465,43779459
3/22/2000,38.26720047,38.81389999,37.67369843,38.01729965,15.84027958,31573883
3/23/2000,38.30630112,38.39220047,37.25979996,37.63470078,15.68086433,27441291
3/24/2000,37.36130142,37.9469986,37.11920166,37.58000183,15.65807343,16888423
3/27/2000,37.95479965,40.58670044,37.95479965,40.58670044,16.9108448,26516370
3/28/2000,41.09429932,43.83549881,41.09429932,43.83549881,18.26448822,44987741
3/29/2000,44.4836998,45.28030014,42.01589966,42.37509918,17.65599632,65802222
3/30/2000,42.01589966,45.76449966,40.34460068,45.76449966,19.06822395,109917516
3/31/2000,46.3893013,49.42720032,43.74959946,49.42720032,20.5943222,126152964
4/3/2000,51.17660141,52.12149811,49.68489838,51.32500076,21.38505745,136709379
4/4/2000,50.91880035,50.91880035,47.22489929,47.22489929,19.67671585,86626839
4/5/2000,47.38890076,48.73220062,43.46070099,47.20930099,19.67021561,161251837
4/6/2000,47.32640076,50.98910141,47.2560997,50.94229889,23.19051552,103968100
4/7/2000,51.51240158,55.01890182,51.51240158,55.01890182,25.04630852,74818714
4/10/2000,57.77569962,59.35329819,56.15129852,56.94010162,25.92089653,141560429
