Date,Open,High,Low,Close,Adj Close,Volume
5/26/2008,589.4780273,608.1450195,492.2139893,496.2420044,486.7541504,3201545
5/27/2008,496.1440125,600.2360229,482.4880066,544.9229736,534.5043945,4426776
5/28/2008,554.1090088,653.927002,554.1090088,629.710022,617.6702271,4670668
5/29/2008,645.1339722,690.6719971,597.3380127,621.3099976,609.4307251,4603025
5/30/2008,631.1339722,656.2849731,577.9829712,632.7059937,620.6090088,3112248
6/2/2008,638.6010132,686.7420044,611.09198,674.9030151,661.9993286,2287515
6/3/2008,660.2150269,677.7030029,621.4569702,660.2639771,647.6400757,2340427
6/4/2008,662.1799927,662.1799927,556.6640015,588.4459839,577.1951904,2883289
6/5/2008,592.4249878,628.5800171,562.2639771,620.7689819,608.9001465,1368715
6/6/2008,628.0390015,631.625,597.3870239,619.8359985,607.9849854,808908
6/9/2008,609.1270142,636.6359863,569.8289795,618.8530273,607.0209351,771930
6/10/2008,607.1619873,663.1630249,607.1619873,657.5130005,644.9416504,955944
6/11/2008,660.2150269,670.039978,629.8569946,642.039978,629.7646484,764114
6/12/2008,617.9689941,627.2540283,590.460022,595.2739868,583.8926392,421716
6/13/2008,596.3549805,613.5479736,562.7059937,570.6149902,559.7052002,466698
6/16/2008,584.5650024,607.1619873,576.9509888,603.2810059,591.7466431,505300
6/17/2008,599.302002,615.0219727,594.4879761,600.3339844,588.855896,253292
6/18/2008,604.2150269,606.3759766,574.8389893,581.5689697,570.449646,144928
6/19/2008,569.8289795,614.0390015,567.9130249,601.1199951,589.6268921,476392
6/20/2008,592.4249878,607.40802,522.6699829,545.2180176,534.7937012,294517
6/23/2008,541.3369751,565.7999878,540.3549805,555.4849854,544.8643799,524185
6/24/2008,555.5830078,561.9689941,527.5830078,539.5200195,529.2047729,299723
6/25/2008,532.4949951,621.40802,530.5300293,566.9790039,556.1386108,126482
6/26/2008,567.8640137,589.4780273,567.8640137,579.8989868,568.8117065,136858
6/27/2008,574.7410278,574.7410278,540.3549805,552.1439819,542.5228271,174019
6/30/2008,555.09198,560.0040283,510.881012,528.4180298,519.2102051,107260
7/1/2008,525.617981,527.4840088,493.8349915,508.6700134,499.8063965,87566
7/2/2008,502.0390015,520.7050171,486.3190002,513.3859863,504.440155,229338
7/3/2008,486.5159912,504.8389893,438.178009,470.1090088,461.9173584,296687
7/4/2008,463.0840149,491.2319946,439.1610107,490.9370117,482.3824158,100469
7/7/2008,485.9750061,534.460022,485.9750061,512.6489868,503.7160339,429729
7/8/2008,467.4559937,508.9159851,467.4559937,501.9899902,493.2427673,240499
7/9/2008,540.3549805,540.3549805,503.0209961,508.9649963,500.0962219,92666
7/10/2008,505.9679871,510.7330017,491.2319946,497.9119873,489.2359009,85217
7/11/2008,510.7829895,510.881012,458.4660034,470.5509949,462.3516235,46581
7/14/2008,489.2669983,489.2669983,447.0209961,453.7999878,445.8924561,80460
7/15/2008,439.1610107,454.8800049,428.4030151,440.6350098,432.9568481,53488
7/16/2008,432.2839966,444.0239868,410.178009,417.4979858,410.223053,274172
7/17/2008,431.3009949,431.3009949,407.8200073,414.3540039,407.1338501,398469
7/18/2008,398.2409973,420.493988,381.2449951,403.4979858,396.467041,169910
7/21/2008,403.7919922,414.2059937,400.9429932,403.4979858,396.467041,111003
7/22/2008,395.2940063,417.4979858,395.2940063,412.6340027,405.4438171,127250
7/23/2008,425.4060059,442.0589905,420.5429993,430.17099,422.6752319,533608
7/24/2008,431.3009949,472.072998,431.3009949,443.4840088,435.7562256,149485
7/25/2008,428.3540039,447.0209961,428.3540039,438.4240112,430.7844543,39756
7/28/2008,429.3359985,444.072998,424.4729919,428.4030151,420.9380493,15449
7/29/2008,427.3710022,427.3710022,418.5289917,422.3120117,414.953186,54942
7/30/2008,401.2380066,434.7399902,401.2380066,429.8770142,422.3863831,14589
7/31/2008,421.4769897,439.1610107,421.4769897,434.8869934,427.3090515,14121
8/1/2008,422.4590149,442.0100098,415.5820007,435.2309875,427.6470642,24031
